comment_id	abstract_id	annotator	score	comment
[597]	106	Jessica  Polka	translation)	
[598]	106	jonathon coates	results_statinfo_1-	
[599]	106	jonathon coates	results_removed_1-	
[600]	106	jonathon coates	results_effect-_1-	
[601]	106	jonathon coates	results_effect-_1-	
[602]	106	Mate  Palfy	results_added_1	
[603]	106	Dey,  Gautam	pm	
[604]	106	jonathon coates	results_statinfo_1+	
[605]	106	Mate  Palfy	results_statinfo_1+	
[606]	106	Jessica  Polka	results_added_1+	
[607]	106	Jessica  Polka	result_statinfo_1+	
[608]	106	Jessica  Polka	conclusion_added_1+	
[609]	106	Jessica  Polka	conclusions_added_1+	
[610]	106	Jessica  Polka	conclusion_added_1+	
[611]	106	Dey,  Gautam	conclusion_nounchange_1	
[612]	107	jonathon coates	context_added_1+	
[613]	107	Jessica  Polka	context_added_1	
[614]	108	jonathon coates	results_effect-_1-	
[615]	108	Jessica  Polka	result_effect-_1-	
[616]	108	Mate  Palfy	results_effect-_1-	
[617]	108	Jessica  Polka	result_stat-_1-	
[618]	108	Jessica  Polka	conclusions_stat-_1-	
[619]	109	Dey,  Gautam	context_added_1	
[620]	109	Jessica  Polka	results_effect-_1-	
[621]	109	Dey,  Gautam	context_added_1+	
[622]	109	Jessica  Polka	march)	
[623]	109	Dey,  Gautam	conclusion_effect-_1	
[624]	109	jonathon coates	results_added_1-	
[625]	109	Jessica  Polka	am	
[626]	110	jonathon coates	context_effect+_1+	
[627]	110	jonathon coates	context_effect+_1+	
[628]	110	Jessica  Polka	results_added_1+	
[629]	110	Mate  Palfy	results_added_1+	
[630]	110	Mate  Palfy	results_added_1+	
[631]	110	Dey,  Gautam	added)	
[632]	110	Dey,  Gautam	conclusion_added_1	
[633]	110	Jessica  Polka	results_added_2+	
[634]	110	Jessica  Polka	results_added_1+	
[635]	111	jonathon coates	context_effect+_1+	
[636]	111	Mate  Palfy	added)	
[637]	111	Jessica  Polka	conclusions_stat-_1-	
[638]	112	Dey,  Gautam	context_added_1	
[639]	112	Mate  Palfy	statistics)	
[640]	112	Mate  Palfy	results_removed_1-	
[641]	112	jonathon coates	results_statinfo_1-	
[642]	112	jonathon coates	results_statinfo_1-	
[643]	112	Jessica  Polka	result_removed_1-	
[644]	113	Dey,  Gautam	context_added_1	
[645]	113	Mate  Palfy	results_removed_1-	
[646]	113	Jessica  Polka	context_removed_1	(detail?)
[647]	113	Jessica  Polka	removed)	
[648]	113	Mate  Palfy	results_removed_1	
[649]	113	Dey,  Gautam	conclusion_added_1	
[650]	114	Mate  Palfy	results_added_1+	
[651]	114	jonathon coates	results_added_1+	
[652]	116	Jessica  Polka	change)	
[653]	119	Jessica  Polka	results_effect+_1	(doubling)
[654]	119	Jessica  Polka	results_effect-_1	(half)
[655]	119	jonathon coates	results_stat-_1-	
[656]	119	Jessica  Polka	conclusions_effect+_1	
[657]	119	Mate  Palfy	results_effect+_1	
[658]	120	jonathon coates	requirement)	
[659]	121	Dey,  Gautam	context_added_1	
[660]	121	jonathon coates	results_removed_1-	
[661]	122	Jessica  Polka	context_stat-_1-	
[662]	122	Jessica  Polka	context_added_1	
[663]	122	Dey,  Gautam	context_added_1	
[664]	122	Jessica  Polka	pm	
[665]	122	jonathon coates	results_statinfo_1+	
[666]	122	jonathon coates	results_statinfo_1+	
[667]	122	jonathon coates	results_added_1+	
[668]	122	Jessica  Polka	conclusion_stat-_1-	
[669]	123	Jessica  Polka	conclusion)	
[670]	123	Jessica  Polka	tracing)	
[671]	123	Jessica  Polka	results_added_1+	
[672]	123	Mate  Palfy	results_added_1+	
[673]	123	Jessica  Polka	context_added_1+	
[674]	123	Mate  Palfy	results_added_1+	
[675]	123	Jessica  Polka	results_added_1+	
[676]	123	Jessica  Polka	results_stat-_1-	
[677]	123	Mate  Palfy	conclusions_added_2	
[678]	123	Jessica  Polka	context_added_1+	
[679]	123	jonathon coates	results_added_1+	
[680]	123	Jessica  Polka	results_added_1+	
[681]	123	Jessica  Polka	app)	
[682]	123	Jessica  Polka	conclusions_stat-_1-	
[683]	123	Jessica  Polka	results_added_1+	
[684]	123	Jessica  Polka	conclusion_added_2	
[685]	123	jonathon coates	conclusion_added_2	
[686]	124	jonathon coates	context_effect_1+	
[687]	124	Jessica  Polka	pm	
[688]	125	Jessica  Polka	well)	
[689]	125	Dey,  Gautam	results_effect+_1	
[690]	126	jonathon coates	conclusion_removed_2	
[691]	127	Dey,  Gautam	results_effect+_1	
[692]	129	Jessica  Polka	context_removed_1-	
[693]	129	Jessica  Polka	conclusions_removed_1-	
[694]	129	jonathon coates	context_removed_1-	
[695]	129	jonathon coates	pm	
[696]	130	Jessica  Polka	decaying)	
[697]	130	Dey,  Gautam	results_removed_1	
[698]	130	Jessica  Polka	result_added_1+	
[699]	130	Jessica  Polka	result_added_1+	
[700]	130	Jessica  Polka	conclusion_removed_1-	(reconciled)
[701]	131	jonathon coates	results_statinfo_1+	
[702]	132	Jessica  Polka	results_removed_1-	
[703]	132	Jessica  Polka	results_remove_1-	
[704]	132	Jessica  Polka	data)	
[705]	132	jonathon coates	results_effect-_1-	
[706]	132	Jessica  Polka	countries)	
[707]	132	Dey,  Gautam	results_removed_2	
[708]	132	jonathon coates	conclusion_added_1+	
[709]	132	Jessica  Polka	removed)	
[710]	132	Dey,  Gautam	conclusion_added_2	
[711]	133	jonathon coates	context_added_1+	
[712]	133	Jessica  Polka	results_stat-_1-	
[713]	133	jonathon coates	results_added_1+	
[714]	133	jonathon coates	results_added_1+	
[715]	133	jonathon coates	results_stat+_1+	
[716]	133	Dey,  Gautam	biases)	
[717]	133	Jessica  Polka	results_added_1+	
[718]	133	jonathon coates	results_stat-_1-	
[719]	133	Jessica  Polka	results_added_1+	
[720]	133	jonathon coates	results_removed_1-	
[721]	133	jonathon coates	results_stat+_1+	
[722]	133	Jessica  Polka	result_stat-_1-	
[723]	133	Jessica  Polka	outbreaks)	
[724]	134	jonathon coates	context_effect+_1+	
[725]	134	Jessica  Polka	protein)	
[726]	134	Jessica  Polka	result_added_1+	
[727]	134	Jessica  Polka	result_statinfo_1+	
[728]	134	Jessica  Polka	results_added_1+	
[729]	134	Mate  Palfy	results_added_1+	
[730]	135	Jessica  Polka	results_remove_1-	
[731]	136	Dey,  Gautam	changes)	
[732]	137	jonathon coates	conclusions_added_1+	
[733]	138	Dey,  Gautam	3.70)	
[734]	139	Dey,  Gautam	context_effect-_1	
[735]	139	jonathon coates	results_effect+_1+	
[736]	139	Mate  Palfy	results_removed_1-	
[737]	139	Dey,  Gautam	conclusion_effect-_1	
[738]	140	Dey,  Gautam	results_statinfo_1	
[739]	140	Dey,  Gautam	context_added_1	
[740]	143	Jessica  Polka	conclusion_stat-_1-	
[741]	144	jonathon coates	results_added_1+	
[742]	144	Jessica  Polka	conclusion_stat-_1-	
[743]	147	jonathon coates	results_added_1+	
[744]	148	Dey,  Gautam	context_effect-_1	
[745]	148	Dey,  Gautam	results_added_2	
[746]	148	Dey,  Gautam	results_effect+_2	
[747]	148	Dey,  Gautam	results_effect+_2	
[748]	149	Dey,  Gautam	context_effect+_1	
[749]	150	Dey,  Gautam	context_added_1	
[750]	151	Dey,  Gautam	context_effect+_1	
[751]	151	jonathon coates	results_effect+_1+	
[752]	151	jonathon coates	results_effect+_1+	
[753]	151	Jessica  Polka	results_stat+_1+	
[754]	151	Jessica  Polka	results_effect+_1+	
[755]	151	Jessica  Polka	results_effect+_1+	
[756]	151	Jessica  Polka	results_nounchange_1+	
[757]	151	Mate  Palfy	results_added_1+	
[758]	151	Mate  Palfy	resuts_added_1+	
[759]	151	Jessica  Polka	results_removed_1-	
[760]	151	Mate  Palfy	results_removed_1-	
[761]	151	Jessica  Polka	results_removed_1-	
[762]	151	Mate  Palfy	results_removed_1	
[763]	151	Mate  Palfy	results_added_1	
[764]	151	Mate  Palfy	results_added_1	
[765]	151	Jessica  Polka	results_added_1+	
[766]	151	jonathon coates	results_effect-_1-	
[767]	151	Jessica  Polka	results_stat-_1-	
[768]	151	jonathon coates	conclusion_removed_1-	
[769]	151	Dey,  Gautam	conclusion_added_2	
[770]	151	jonathon coates	conclusion_added_2	
[771]	155	jonathon coates	context_added_1+	
[772]	155	Jessica  Polka	context_nounchange_1	
[773]	155	Dey,  Gautam	context_added_1	
[774]	155	jonathon coates	results_statinfo_1+	
[775]	155	jonathon coates	results_statinfo_1+	
[776]	155	jonathon coates	results_statinfo_1+	
[777]	155	Jessica  Polka	conclusion_added_1+	
[778]	160	Dey,  Gautam	context_added_1	
[779]	160	Jessica  Polka	context_added_1+	
[780]	160	Mate  Palfy	conclusions_stat-_1-	
[781]	161	Jessica  Polka	context_removed_1-	
[782]	161	Mate  Palfy	context_removed_1-	
[783]	161	Mate  Palfy	methods)	
[784]	161	Dey,  Gautam	25)	
[785]	161	jonathon coates	results_effect+_1+	
[786]	161	Jessica  Polka	conclusion_stat+_1+	
[787]	162	Jessica  Polka	context_added_1+	
[788]	164	jonathon coates	context_added_1+	
[789]	164	Jessica  Polka	conclusion_removed_1-	
[790]	164	Jessica  Polka	conclusion_removed_1-	
[791]	165	Jessica  Polka	context_added_1+	
[792]	165	Mate  Palfy	here)	
[793]	165	Jessica  Polka	result_added_1+	
[794]	165	jonathon coates	results_removed_1-	
[795]	165	Mate  Palfy	results_nounchange_1+	
[796]	165	Dey,  Gautam	results_added_1	
[797]	165	Jessica  Polka	conclusion_removed_1-	
[798]	165	Jessica  Polka	conclusion_removed_2	
[799]	165	Jessica  Polka	those)	
[800]	166	Mate  Palfy	context_added	
[801]	167	Jessica  Polka	specific)	
[802]	168	Dey,  Gautam	context_added_1	
[803]	168	Jessica  Polka	context_added_1	
[804]	168	Jessica  Polka		(rearrangement)
[805]	168	Dey,  Gautam	around)	
[806]	168	Mate  Palfy	added)	
[807]	169	Jessica  Polka		(reconciled)
[808]	169	Dey,  Gautam	context_nounchange_1	
[809]	169	Mate  Palfy	resuts_removed_1-	
[810]	169	Mate  Palfy	conserved”	
[811]	169	Mate  Palfy	tfs”	
[812]	169	Dey,  Gautam	results_effect+_2	
[813]	169	Dey,  Gautam	outcome??)	
[814]	170	Mate  Palfy	conclusions_added_1+	
[815]	172	Jessica  Polka		(rearranged)
[816]	172	jonathon coates	results_stat-_1-	
[817]	172	Mate  Palfy	conclusion_removed_1-	
[818]	172	Jessica  Polka	conclusions_removed_1-	
[819]	172	Dey,  Gautam	conclusions_effect-_1	
[820]	174	Jessica  Polka		(reconciled)
[821]	174	Jessica  Polka	context_removed_1-	
[822]	174	Jessica  Polka		(rearrangement)
[823]	174	Jessica  Polka		(rearrangement)
[824]	174	Jessica  Polka	context_added_1+	
[825]	174	Jessica  Polka	at)	
[826]	174	Mate  Palfy	results_removed_1-	
[827]	174	Jessica  Polka		(clarity)
[828]	174	Jessica  Polka	effective)	
[829]	174	Dey,  Gautam	conclusion_added_1	
[830]	175	Jessica  Polka		(rearrangement)
[831]	175	Jessica  Polka	context_added_1+	
[832]	175	jonathon coates	results_effect-_1-	
[833]	175	Mate  Palfy	results_added_1+	
[834]	178	Jessica  Polka	results_added_1+	
[835]	178	Jessica  Polka	results_added_1+	
[836]	178	Jessica  Polka	dynamics)	
[837]	178	Dey,  Gautam	results_nounchange_1	
[838]	178	Jessica  Polka	context_removed_1	
[839]	181	Jessica  Polka		(reconciled)
[840]	181	Dey,  Gautam	context_effect-_1	
[841]	181	Jessica  Polka	known)	
[842]	181	Dey,  Gautam	context_added_1	
[843]	181	Mate  Palfy	already)	
[844]	181	Mate  Palfy	results_statinfo_1+	
[845]	181	Mate  Palfy	results_statinfo_1+	
[846]	181	Mate  Palfy	results_added_1+	
[847]	181	Jessica  Polka	results_removed_3	
[848]	181	Jessica  Polka	results_added_3	
[849]	181	Mate  Palfy	conclusions_removed_1-	
[850]	184	Dey,  Gautam	context_nounchange_1	
[851]	185	Jessica  Polka	ssbs)	
[852]	185	Mate  Palfy	results_added_1+	
